RM,Crop,MAE,MSE,RMSE
7,Oats,15.906927586100016,347.9398577337724,18.653146054587477
7,Barley,13.59684071086328,308.3076769297767,17.558692346805802
7,Fall Rye,3.9801353780965503,17.32331983087969,4.162129242452677
7,Flax,4.67906117970656,31.403557646131876,5.603887726046255
8,Winter Wheat,4.208588910812053,44.26576066845812,6.653251886743663
8,Canola,9.761453592491272,122.9477448211886,11.088180410743172
8,Spring Wheat,4.998144415695462,34.96193379922471,5.912861726712769
8,Oats,17.334444844210005,403.9325750880699,20.09807391488224
8,Barley,12.512402961393327,217.76622453036822,14.756904300373037
8,Fall Rye,1.116196002248661,2.0234555660128217,1.4224821847787135
8,Flax,3.7884070469925946,21.471162754688955,4.6336986042133725
9,Winter Wheat,2.844884551953708,34.27386553901605,5.85438857089415
9,Canola,11.369939068762113,230.53510583735059,15.183382555851992
9,Spring Wheat,7.2979865275899005,67.90215479743995,8.24027637870478
9,Oats,14.266727421241683,239.56459485161074,15.477874364770207
9,Barley,11.756212597774423,154.86974220052656,12.444667219356512
9,Fall Rye,5.056516641250444,38.87226426737414,6.234762567040876
9,Flax,5.092176354570453,39.19113417716159,6.26028227615669
10,Winter Wheat,4.675165277805722,122.51173041054062,11.068501723835102
10,Canola,11.208151516756715,188.9070297994177,13.74434537544141
10,Spring Wheat,5.408122131343128,44.867521836617385,6.698322315073931
10,Oats,15.883210341449505,284.40270020400874,16.864243244332332
10,Barley,8.25710518593567,93.40777891089223,9.6647699874799
10,Fall Rye,0.8851531365590313,0.889950950105333,0.9433721164552898
10,Flax,4.709487063622553,36.904639883670846,6.074918919925668
11,Winter Wheat,0.008557847485013112,8.525807574821715e-05,0.009233529972237982
11,Canola,10.366074664864493,158.10911959235978,12.574144885134725
11,Spring Wheat,6.547892016203314,58.889828636254514,7.673970851928909
11,Oats,15.318663081969312,288.66860150126024,16.990250189483973
11,Barley,11.295496879899762,249.22414156647557,15.786834437798971
11,Fall Rye,8.861865769367725,80.500811837051,8.972224464259185
11,Flax,4.72453013904762,33.500700285359265,5.787978946520043
12,Winter Wheat,8.911764705882362,162.2417647058824,12.73741593518412
12,Canola,11.165010792273648,205.94944439826233,14.350938798498944
12,Spring Wheat,8.749520098143561,106.99582188966639,10.343878474231335
12,Oats,15.105571660283116,316.70561754352696,17.796224811558403
12,Barley,15.668775476050946,466.34045822007414,21.594917416375413
12,Fall Rye,9.942094276937464,240.43763499937063,15.506051560580167
12,Flax,7.416443127012612,83.02077405005063,9.111573631928277
17,Winter Wheat,5.6792563671082155,119.81582423986978,10.946041487216727
17,Canola,5.391506159167924,48.81582500477258,6.98683225823925
17,Spring Wheat,6.737373695159931,84.1672160847969,9.174269239824875
17,Oats,18.562522725385442,468.2317122071882,21.63866244034479
17,Barley,10.85217455876253,250.93439120220293,15.840908787130962
17,Fall Rye,0.9024655439281807,1.4248807339222087,1.1936836825232255
17,Flax,6.9796135014410545,63.916320841729686,7.994768341967745
18,Winter Wheat,2.7431457333781397,44.439598965061656,6.666303245807353
18,Canola,2.261798387688472,19.845343678384523,4.454811295485424
18,Spring Wheat,8.365201399415605,110.79431788090083,10.525887985386357
18,Oats,23.272421923392564,574.5629962612354,23.970043726727646
18,Barley,14.862969334444742,320.9943880105581,17.916316251131484
18,Fall Rye,0.9867823136613763,1.532627359257224,1.2379932791648038
18,Flax,2.543686152695792,19.028755364446017,4.362196162994739
19,Winter Wheat,3.0325235645508424,24.051693729635,4.904252616825015
19,Canola,8.031358288175113,119.37517066756405,10.925894501941892
19,Spring Wheat,8.460294132471825,98.56428688130558,9.927954818657545
19,Oats,23.09208877728222,626.4530566917149,25.02904426245067
19,Barley,15.223757253015734,322.30627963117524,17.952890564785807
19,Fall Rye,0.8478121424119226,1.1743182023837664,1.083659634010498
19,Flax,5.773210689390112,34.005341184616036,5.831409879661696
31,Winter Wheat,7.150508720545158,100.48377604731957,10.024159618008861
31,Canola,10.431979819175217,147.07860836188635,12.127596973922177
31,Spring Wheat,9.485232747083423,127.8722162964343,11.308059793635437
31,Oats,9.246652135513584,125.41505708348335,11.198886421581538
31,Barley,10.942765249042328,189.0349967130641,13.748999844100082
31,Fall Rye,11.548014160594878,215.66003071332148,14.685367912085876
31,Flax,3.8309007870290137,22.355621059676885,4.7281731207388
32,Winter Wheat,7.507734816411814,106.34320227059035,10.312284047222048
32,Canola,8.122642178034514,88.96424696037876,9.432086034402928
32,Spring Wheat,7.351846477570812,87.11110193487248,9.333332841749108
32,Oats,13.267014828214043,244.373161764649,15.632439405436664
32,Barley,8.651572881465528,110.91646062331387,10.531688403257755
32,Fall Rye,8.160702250168612,98.96613160285447,9.948172274486126
32,Flax,2.814448026996769,11.940192497430383,3.455458362855843
33,Winter Wheat,5.580228056435599,61.26122590051991,7.8269550848666505
33,Canola,9.829698697842346,125.99001690496556,11.224527469117154
33,Spring Wheat,8.072981729147113,110.56382609651651,10.514933480365746
33,Oats,11.761354047548496,193.42037522208435,13.907565395211497
33,Barley,10.251494301258008,175.59144439636486,13.251092196357433
33,Fall Rye,8.3051256669117,123.56468291057469,11.115965226221908
33,Flax,2.7207614398008775,12.742706801387927,3.569692816110082
34,Winter Wheat,10.300464340625624,138.62007640123537,11.77370274812624
34,Canola,11.350112171419088,161.50482082781224,12.708454698656805
34,Spring Wheat,10.095820779536083,146.89777134457876,12.12013908107406
34,Oats,12.681298546198656,291.7518103721604,17.080743847156082
34,Barley,14.961676314201723,307.51456388152803,17.53609317611902
34,Fall Rye,9.461301380525097,118.92719956606467,10.905374801723445
34,Flax,12.058696510447021,159.54655724344104,12.63117402474691
35,Winter Wheat,4.85921826160267,39.83789192935573,6.311726541078576
35,Canola,13.901279574686994,249.48397071104876,15.795061592505702
35,Spring Wheat,8.262692929230878,96.88720764058623,9.843129971741012
35,Oats,12.727476901221992,422.0329252283405,20.543439956062386
35,Barley,13.381248418304864,224.9538075204573,14.998460171646197
35,Fall Rye,6.4840731490442485,45.870571530072056,6.772781668566621
35,Flax,3.2342535691893004,17.09452484774937,4.134552557139571
36,Winter Wheat,21.909849139057634,600.6570648929043,24.508306038829044
36,Canola,9.733100710530342,128.31671774463325,11.327696930295817
36,Spring Wheat,5.048280484400916,42.835508805467995,6.544884170515777
36,Oats,17.007489118737993,424.7132906427599,20.608573231613097
36,Barley,9.25651625730221,118.41610556347037,10.881916447182931
36,Fall Rye,10.181708476269614,107.95150811077373,10.389971516360077
36,Flax,3.2477932064655723,15.490605145863288,3.935810608485028
37,Winter Wheat,6.929411764705883,115.74117647058824,10.758307323672634
37,Canola,7.9306855238319205,99.01019138419235,9.950386494211788
37,Spring Wheat,6.123308717853462,56.09598115993746,7.489725039007604
37,Oats,13.131081687050502,278.04693648201004,16.674739472687722
37,Barley,9.516602231434764,119.17015255668693,10.916508258444498
37,Fall Rye,4.97276960388308,124.73504155284506,11.168484299708938
37,Flax,4.696247274019814,30.885060153434726,5.55743287439756
38,Winter Wheat,17.341492596918382,396.103327889099,19.90234478369569
38,Canola,7.239406670621234,85.82862983191026,9.264374227756036
38,Spring Wheat,4.9627755645617375,36.6925103932167,6.057434307792096
38,Oats,7.049376321335718,97.32311118808401,9.865247649607383
38,Barley,8.292200913838652,111.46343054758532,10.557624285206654
38,Fall Rye,5.334287178138216,58.24473727900973,7.63182398113385
38,Flax,4.329604541786734,28.6880022742812,5.356118209513416
39,Winter Wheat,10.958346099969022,159.01665477330747,12.610180600344608
39,Canola,8.622612569964407,104.78074907393437,10.23624682556719
39,Spring Wheat,6.048441683138057,53.35629992550232,7.304539679233889
39,Oats,10.10239036616571,133.78504359754652,11.566548473833778
39,Barley,11.612169171652008,269.7896627931487,16.425275120774955
39,Fall Rye,3.8314560825718162,15.20451128148075,3.899296254644003
39,Flax,3.992022258845311,22.32271972960103,4.724692553976505
40,Winter Wheat,4.59411764705883,54.459411764705855,7.379662035940796
40,Canola,8.993479463418046,101.07145271546747,10.053429898072968
40,Spring Wheat,4.895514260235835,47.446340348852544,6.888130395749818
40,Oats,23.21450487673141,786.6661886160005,28.047570101810965
40,Barley,8.851085552462463,114.53765809035336,10.702226781859622
40,Fall Rye,8.665179798354524,158.5917176186124,12.593320357181913
40,Flax,3.944288719218059,21.160121025141944,4.6000131548879235
42,Winter Wheat,5.879117436430835,55.49124342004355,7.449244486526372
42,Canola,10.232924027162081,175.61506809122642,13.251983553084663
42,Spring Wheat,6.010795944919391,64.88598509274135,8.055183740470564
42,Oats,16.826888828683074,323.50523797163044,17.98625135962551
42,Barley,10.892128531012453,216.68662086984065,14.720279238854154
42,Fall Rye,7.064239828626066,54.98101885637631,7.414918668223969
42,Flax,3.938007201927764,26.376470908812752,5.13580284948836
43,Winter Wheat,9.17860684560358,132.01752789238049,11.489888071359985
43,Canola,5.102431964388268,52.89931320487783,7.273191404388986
43,Spring Wheat,5.826508647099845,59.02568617103595,7.682817593242466
43,Oats,18.912360368460035,475.03478684419105,21.795292768031153
43,Barley,17.898403113920377,477.3494961176366,21.8483293667419
43,Fall Rye,8.425143427170754,113.53302216051046,10.655187570404872
43,Flax,6.451568442762747,60.860361004334955,7.80130508340335
44,Winter Wheat,0.23529411764705882,0.38235294117647056,0.6183469424008423
44,Canola,6.898071162879012,111.02447835147044,10.536815379965164
44,Spring Wheat,7.487211198408935,97.59776480332654,9.879158101950113
44,Oats,18.103550105629324,539.0124905629667,23.216642534246134
44,Barley,11.741876799805791,208.2383063582175,14.430464523299918
44,Fall Rye,11.396916822559152,136.8281239508299,11.697355425515202
44,Flax,4.7335000979848125,31.88244144914353,5.646453882672162
45,Winter Wheat,3.631942422142341,79.46428762867747,8.914274374769798
45,Canola,5.926962677486271,78.54939479697993,8.862809644631882
45,Spring Wheat,10.117799157591051,158.92335785499446,12.606480787872343
45,Oats,23.407965907188764,641.8310850070048,25.33438542785289
45,Barley,17.155024535022328,435.34251273726306,20.864863113312367
45,Fall Rye,9.001465106877545,148.92065489029895,12.203305080604146
45,Flax,5.576779860856514,41.14727372569684,6.414614074571972
46,Winter Wheat,0.39468218311630543,1.2074528650496608,1.0988416014374687
46,Canola,2.953286161604073,34.56538275051614,5.879233177083227
46,Spring Wheat,11.166077650786129,183.58164461255504,13.54923040665244
46,Oats,33.766476963720265,1365.9181756494766,36.95833026057152
46,Barley,14.558480651803569,362.91945210644866,19.05044493198121
46,Fall Rye,4.192423047850019,18.53822425310773,4.305603819803644
46,Flax,4.04186214353045,69.27747584539807,8.32330918838163
49,Winter Wheat,3.4920837237834688,39.726223066743,6.3028741909340855
49,Canola,12.80999675656096,223.46972058001816,14.948903658128852
49,Spring Wheat,5.738629623546141,57.239770119612885,7.565696935485381
49,Oats,24.807551487994957,672.9047101959071,25.94040690112449
49,Barley,8.38621512725518,137.44625913379423,11.723747657374506
49,Fall Rye,8.261720102126954,95.61151316921712,9.778113988352617
49,Flax,6.3099428662261845,83.67317480799218,9.1473042372052
51,Winter Wheat,7.755874417130853,118.66966777626664,10.893560840068165
51,Canola,5.716373517367913,57.32770593027868,7.571506186372608
51,Spring Wheat,6.733295302341244,76.18764958109598,8.728553693544882
51,Oats,14.332057778346629,264.687509409284,16.269219692698357
51,Barley,13.022507669445805,240.13295279241848,15.496223823642277
51,Fall Rye,6.6009013400315375,94.70180864064133,9.731485428270513
51,Flax,2.8944390245883276,21.144801114899114,4.598347650504376
61,Winter Wheat,9.421566354920959,143.21464008165813,11.967231930637015
61,Canola,7.806656837813914,85.13453002864341,9.226837487928538
61,Spring Wheat,11.547822819784946,180.07093572697065,13.419051223054879
61,Oats,14.752208349072877,320.76146329140465,17.909814719628024
61,Barley,10.14539520863412,155.83459907301926,12.483372904508592
61,Fall Rye,13.989062038818247,213.9166531132521,14.625889822956143
61,Flax,4.320106978698742,28.796879002106625,5.366272356310908
63,Winter Wheat,9.33340561465005,207.30376699226548,14.398047332616512
63,Canola,9.784632285040539,136.32882863958199,11.675993689600126
63,Spring Wheat,11.789168605380139,208.89149608677272,14.453079121307429
63,Oats,19.360493415627943,770.2511697097362,27.75339924603356
63,Barley,13.22264262866618,231.55719419687907,15.217003456557373
63,Fall Rye,10.698943074759438,201.72631644498867,14.203038986251803
63,Flax,3.375729507495913,17.659877056299212,4.202365649999916
64,Winter Wheat,3.592847059219163,34.48376577920996,5.872287950978729
64,Canola,12.192097624797853,186.1649972418523,13.644229448446412
64,Spring Wheat,11.307036133061922,172.99944847207783,13.152925472003474
64,Oats,16.189393377709486,423.51978120247736,20.579596235166456
64,Barley,13.823831499633613,246.7113575892629,15.707048022759174
64,Fall Rye,5.652655313458641,91.70761459750835,9.576409274749505
64,Flax,5.9105468353260235,49.32845518939823,7.023421900284663
65,Winter Wheat,5.58954625840763,67.54520587198728,8.21858904386801
65,Canola,8.066231571526107,100.87515334053278,10.043662346999364
65,Spring Wheat,8.57014508530899,98.59893250185598,9.929699517198694
65,Oats,8.64777007411519,146.90493575299547,12.120434635482157
65,Barley,9.115316078300282,156.02908268827022,12.4911601818354
65,Fall Rye,7.757718561555449,81.6212246447256,9.034446559957372
65,Flax,4.119189815702138,28.579824920358462,5.346010187079563
66,Winter Wheat,10.825286608268824,200.63969753606887,14.164734291050745
66,Canola,10.172365074279254,155.86436452922118,12.48456505166364
66,Spring Wheat,10.155281892468532,151.21514621857972,12.296956786887547
66,Oats,14.529208355957437,297.44841399523375,17.246692842259172
66,Barley,10.070961281777027,192.62250720533635,13.878851076560204
66,Fall Rye,9.318615954819899,109.00940111882417,10.440756731138991
66,Flax,3.988821018570918,24.45924353315323,4.94562872981315
67,Winter Wheat,8.659648300182392,113.67883959168144,10.662027930543113
67,Canola,7.967477136363718,81.91133726882734,9.050488233726805
67,Spring Wheat,7.456959632066531,92.29099288048383,9.60682012325014
67,Oats,17.364711205176874,442.101517857252,21.02621025903746
67,Barley,13.819550392024908,312.6470206045752,17.68182741134454
67,Fall Rye,10.175309979567048,144.2003644700879,12.008345617531496
67,Flax,3.002581833608255,15.85001694448171,3.981207975537288
68,Winter Wheat,4.067775143013465,56.437726899937125,7.512504702157405
68,Canola,10.286178472920385,155.16875072379355,12.456674946541455
68,Spring Wheat,3.949616979967873,30.525770251354835,5.525013144903353
68,Oats,16.192262493797475,365.7652829735341,19.12499105812952
68,Barley,11.628431622397768,302.9178396081428,17.404535029932365
68,Fall Rye,1.6697562052413948,4.539832791722081,2.1306883375383836
68,Flax,3.9190775826969193,22.56530130542805,4.750294865103434
69,Winter Wheat,4.859758444177377,48.0248406393375,6.929995717122594
69,Canola,7.137638733498813,71.58483067720395,8.460781918782917
69,Spring Wheat,5.218808493200218,44.325393399243154,6.657731850956687
69,Oats,15.461150115198196,346.92131143850287,18.62582377878903
69,Barley,12.937740179020118,213.954064278492,14.627168703426237
69,Fall Rye,6.809635818253124,72.61350117987165,8.521355595201484
69,Flax,3.9458952530920435,27.225233430474436,5.21778050807759
70,Winter Wheat,4.647058823529412,51.57058823529412,7.181266478504618
70,Canola,10.792261045283446,149.52968037837704,12.228232921333198
70,Spring Wheat,5.5858290073441195,45.71805284637407,6.761512615263989
70,Oats,13.087575753468158,208.49622644415103,14.439398410049881
70,Barley,12.730755873006784,204.64527541285813,14.305428179990214
70,Fall Rye,1.5772666407341993,8.77752888060888,2.9626894674617654
70,Flax,3.9875774628636083,22.096098763616478,4.7006487598645865
71,Winter Wheat,32.211755391532556,1367.3274468701932,36.97739102303181
71,Canola,6.628307853934185,68.62028166927442,8.283735972933615
71,Spring Wheat,5.343176335421983,44.939132313427756,6.703665587827883
71,Oats,14.25819634142684,251.11175213823833,15.846505991487156
71,Barley,14.260651589227765,330.5106671765598,18.179952342527187
71,Fall Rye,3.7894458346300475,40.4073739179776,6.3566794726474605
71,Flax,4.551686113380499,26.483119728537346,5.146175252411965
72,Winter Wheat,8.398785726303196,125.30487388076557,11.193965958531658
72,Canola,9.599924826446568,137.4630911802297,11.72446549656869
72,Spring Wheat,9.017313881116586,132.45576475344117,11.50894281649888
72,Oats,18.70474822515643,432.3482820337973,20.79298636641205
72,Barley,15.052987553056907,296.21435326575266,17.210878921942154
72,Fall Rye,0.6771041707010175,0.672727645681831,0.8201997596206859
72,Flax,4.888995601294454,36.65798227824702,6.054583575956898
73,Winter Wheat,2.1352941176470934,25.704117647058837,5.069922844290516
73,Canola,9.24627249997152,110.34825114556594,10.504677584084432
73,Spring Wheat,4.814531788501128,50.974383788167444,7.1396347097150175
73,Oats,16.66527037988939,398.70456925299356,19.967587967829104
73,Barley,12.210349280607877,251.51267167817096,15.859151039011229
73,Fall Rye,3.425112101576848,79.87391106760249,8.937220544867543
73,Flax,3.7048392685440033,29.30080526006159,5.413021823349837
74,Winter Wheat,4.482352941176484,54.4929411764706,7.381933430780218
74,Canola,8.905684374502247,116.36648966151671,10.787330052497547
74,Spring Wheat,8.050886661262112,109.41997894029058,10.460400515290539
74,Oats,18.098086785264623,394.85349355834944,19.87092080298116
74,Barley,10.292580932216628,235.12345763305305,15.333735932024297
74,Fall Rye,9.207457438780978,98.68106600169048,9.933834405791677
74,Flax,5.929137419182259,63.16450263507918,7.947609869330476
75,Winter Wheat,15.470588444494297,322.07177348967,17.946358223597066
75,Canola,9.75802390945475,140.13111863904538,11.837699043270419
75,Spring Wheat,8.170704764329585,101.75966153773489,10.08759939419359
75,Oats,17.838533597183748,488.25568215606836,22.096508370239594
75,Barley,16.072362650985642,344.3928091577259,18.557823394938477
75,Fall Rye,7.938520683165318,117.96404474216405,10.861125390223798
75,Flax,6.237944242331069,55.78804223352813,7.469139323478183
76,Winter Wheat,15.74516788652081,302.5228353168644,17.393183587741046
76,Canola,10.47142289263082,206.42086620775694,14.367354182582016
76,Spring Wheat,10.46144166381251,154.59417791861392,12.433590708987245
76,Oats,22.679337270058703,647.7138362889136,25.450222715900026
76,Barley,12.721381008618785,278.75934459939486,16.69608770339312
76,Fall Rye,8.926116275088043,103.88125710992786,10.192215515280662
76,Flax,5.5832306186368275,47.88827586315218,6.92013553791775
77,Winter Wheat,3.2529411764706038,35.685294117647025,5.973716943214419
77,Canola,7.654714911453495,95.74936879475604,9.78516064225601
77,Spring Wheat,8.34951495581633,110.17481828147434,10.496419307624594
77,Oats,22.77161741846693,617.2312726610344,24.84413960395961
77,Barley,15.160453286434237,334.08486486924517,18.277988534552843
77,Fall Rye,2.8506935614205164,21.822780561248035,4.671485905067898
77,Flax,5.446553404190474,39.94594335500423,6.320280322501861
78,Winter Wheat,25.60234349229676,699.8458420783079,26.454599639350203
78,Canola,8.861904812839072,140.91520938805277,11.870771221283508
78,Spring Wheat,7.1834175036382115,68.65379417561265,8.285758515405373
78,Oats,23.351201151943812,632.2878121365779,25.145333804437314
78,Barley,6.744890176706728,108.86308344221435,10.433747334597209
78,Fall Rye,13.954654690407072,259.41925518062754,16.10649729707324
78,Flax,6.993332252385304,82.2673931223736,9.070137436796292
79,Winter Wheat,19.886858537476904,466.2129329447335,21.591964545745565
79,Canola,8.273279375453745,118.78497945921877,10.898852208339132
79,Spring Wheat,5.691954193364318,43.15667391729495,6.569373936479408
79,Oats,15.500867425765966,274.88757065711746,16.57973373299817
79,Barley,8.557722831344122,113.60676632390312,10.65864749036683
79,Fall Rye,0.6794887025987347,2.8386597279738446,1.6848322551440675
79,Flax,5.624693158565526,38.16873999802097,6.178085463800333
91,Winter Wheat,25.067269723362543,948.9650918029207,30.805277012273738
91,Canola,10.817263905785323,161.70332094964704,12.716262066725703
91,Spring Wheat,11.96611181760112,198.97201136199075,14.105743913810104
91,Oats,13.057413319919403,255.398255481887,15.981184420495465
91,Barley,11.451457891479002,195.84097200084784,13.994319276079414
91,Fall Rye,6.34074429755909,41.041570224383314,6.406369504203088
91,Flax,4.75268192067039,30.60978357679794,5.53261091861681
92,Winter Wheat,7.316232039326052,122.30841237863791,11.05931337735928
92,Canola,12.457946719166278,199.19326015800561,14.113584242069965
92,Spring Wheat,11.39934490354736,170.621751195544,13.062226119446256
92,Oats,7.477679491712315,106.03205905330574,10.297186948545983
92,Barley,9.340972225006874,141.28505373873432,11.886338954393583
92,Fall Rye,8.76350381584592,119.8691247389854,10.94847590941248
92,Flax,5.303955298345659,38.23655349169644,6.183571257105108
93,Winter Wheat,14.798785809252365,321.6421150856507,17.93438359926682
93,Canola,13.217359220272293,226.7516377813714,15.05827472791526
93,Spring Wheat,9.713024014883425,142.36585613195663,11.931716395052165
93,Oats,10.816155120106892,262.4803589336367,16.201245598213635
93,Barley,14.065183974852873,222.04982006294264,14.901336183810587
93,Fall Rye,7.122503132306458,154.10791660683998,12.414020968519425
93,Flax,7.048436475355123,91.58332562295614,9.569917743792583
94,Winter Wheat,5.420600920165612,51.651332206044884,7.1868861272490525
94,Canola,13.467598143122865,230.8068661408486,15.192329187483024
94,Spring Wheat,11.873874878256442,192.72539149848475,13.882557095091839
94,Oats,10.073916144704004,142.2225201534481,11.925708371138718
94,Barley,15.246951712730928,337.7232157628105,18.377247230279362
94,Fall Rye,3.896400065700603,33.614962247981175,5.79784117133103
94,Flax,6.553319079752736,63.572458522467784,7.973233881084123
95,Winter Wheat,9.74688135519597,149.56606045038882,12.22972037498768
95,Canola,13.948325705090886,231.9473789677864,15.229818743760097
95,Spring Wheat,11.840207854824556,183.76919998690633,13.556149895413016
95,Oats,11.189130461410082,165.75675089036673,12.874655369770746
95,Barley,13.300170537675633,251.43539728327136,15.856714580368513
95,Fall Rye,7.16617193638514,95.86471987689225,9.791053052501159
95,Flax,4.484470318803617,28.051580879496722,5.296374314519011
96,Winter Wheat,13.732748067457678,262.63710040395796,16.206082204035557
96,Canola,14.172127775067825,254.04498189140511,15.938788595480057
96,Spring Wheat,12.664743579492566,220.3869064011404,14.845433856952123
96,Oats,12.793106494553808,228.65243972119677,15.12125787496519
96,Barley,11.462444055146815,198.25428320757035,14.08027994066774
96,Fall Rye,11.897198405076375,255.311585542736,15.978472566010057
96,Flax,3.9005534839766978,20.98584888408973,4.581031421425718
97,Winter Wheat,15.450713648879608,362.8631021619784,19.0489659079431
97,Canola,15.680107902861092,297.34744702715545,17.243765453843178
97,Spring Wheat,7.246110217054553,70.94342056834596,8.422791732456998
97,Oats,15.189688392228478,464.1100246799736,21.543212960929797
97,Barley,12.489906275997782,230.38207614216094,15.178342338416305
97,Fall Rye,3.9995145691280225,17.940043342287957,4.235568833378577
97,Flax,4.59528143629233,31.984180073253665,5.65545577944463
98,Winter Wheat,3.1078593602630455,35.59582742823116,5.966223883515532
98,Canola,14.127388922162503,255.49857602594736,15.984322820374574
98,Spring Wheat,12.599008900217129,247.6470166801554,15.736804525702015
98,Oats,23.77051047577986,961.0359624671008,31.0005800343655
98,Barley,11.432035946418871,175.69813512063078,13.255117318252251
98,Fall Rye,1.0009424756295542,1.049609367931047,1.0245044499322817
98,Flax,4.9714522305002085,42.88250913950049,6.548473802306954
99,Winter Wheat,11.062103013929658,152.50742840732323,12.349389798986962
99,Canola,21.388757512344245,567.9715570553345,23.83215384843205
99,Spring Wheat,6.617366238401709,67.28264820954497,8.202600088358873
99,Oats,16.493982841213384,370.5135023255919,19.24872729105984
99,Barley,14.312396981746852,331.17929440121134,18.198332187351987
99,Fall Rye,0.6668699818016539,0.5041210941309802,0.7100148548664177
99,Flax,5.176591804574484,42.83937201275364,6.545179295691879
100,Winter Wheat,9.705882352941176,183.03882352941176,13.529184141307699
100,Canola,11.547624920114705,188.88859875199546,13.743674863441562
100,Spring Wheat,4.548380932349333,31.826484639531387,5.641496666624149
100,Oats,14.306060186583052,338.30452266479614,18.39305637094597
100,Barley,7.582792064719397,102.94636569760455,10.146248848594468
100,Fall Rye,1.230219308619326,1.8372805811189312,1.355463234882795
100,Flax,4.730422833187293,36.74648511798912,6.061887916976783
101,Winter Wheat,2.5296504943384917,17.685598352041804,4.205424871762876
101,Canola,8.459595097260252,93.07157731042291,9.647361157872286
101,Spring Wheat,5.078670945775373,45.563471348835066,6.750071951382079
101,Oats,8.741900994349365,119.5334154499283,10.933133834812793
101,Barley,8.807165961816416,111.89768866317422,10.57817038353865
101,Fall Rye,5.470909836535423,80.36923284602298,8.96488889200658
101,Flax,2.66632140207724,10.879334269539484,3.298383584354537
102,Winter Wheat,5.875772682906111,71.79606656746998,8.473255960223907
102,Canola,10.456063431290795,158.33152214081215,12.582985422419123
102,Spring Wheat,7.313484706973827,110.74762105178696,10.52366956207705
102,Oats,10.565265978300914,154.86011454969253,12.444280395012502
102,Barley,10.457387534947028,168.89806708974973,12.996078912108441
102,Fall Rye,8.3941907618337,77.06665423228756,8.778761543195461
102,Flax,5.229217872188051,39.63023245049585,6.295254756600074
103,Winter Wheat,2.2823529411764705,13.723529411764709,3.7045282306610527
103,Canola,10.868272334488424,157.52071361208394,12.550725620938573
103,Spring Wheat,5.973206983402481,53.07929628551657,7.28555394500079
103,Oats,10.637214967020597,154.7053018274925,12.43805860363636
103,Barley,8.150817110252751,137.4756457712435,11.72500088576728
